Chat	Chat
Part	ReplicatedStorage.enemyProjectiles.bookClone.precast
ParticleEmitter	ReplicatedStorage.enemyProjectiles.bookClone.precast.ParticleEmitter
Folder	ReplicatedStorage.enemyProjectiles.boss1
Folder	ReplicatedStorage.enemyProjectiles.boss3
Model	ReplicatedStorage.enemyProjectiles.bossHunterInnerFlameShot
Part	ReplicatedStorage.enemyProjectiles.bossHunterInnerFlameShot.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.bossHunterInnerFlameShot.hitBox
Part	ReplicatedStorage.enemyProjectiles.bossHunterInnerFlameShot.precast
ParticleEmitter	ReplicatedStorage.enemyProjectiles.bossHunterInnerFlameShot.precast.fire
Model	ReplicatedStorage.enemyProjectiles.bossHunterMiddleFire
Part	ReplicatedStorage.enemyProjectiles.bossHunterMiddleFire.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.bossHunterMiddleFire.hitBox
Part	ReplicatedStorage.enemyProjectiles.bossHunterMiddleFire.precast
ParticleEmitter	ReplicatedStorage.enemyProjectiles.bossHunterMiddleFire.precast.fire
Model	ReplicatedStorage.enemyProjectiles.bossHunterSideFire1
Part	ReplicatedStorage.enemyProjectiles.bossHunterSideFire1.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.bossHunterSideFire1.hitBox
Part	ReplicatedStorage.enemyProjectiles.bossHunterSideFire1.precast
ParticleEmitter	ReplicatedStorage.enemyProjectiles.bossHunterSideFire1.precast.fire
Model	ReplicatedStorage.enemyProjectiles.bossHunterSideFire2
Part	ReplicatedStorage.enemyProjectiles.bossHunterSideFire2.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.bossHunterSideFire2.hitBox
Part	ReplicatedStorage.enemyProjectiles.bossHunterSideFire2.precast
ParticleEmitter	ReplicatedStorage.enemyProjectiles.bossHunterSideFire2.precast.fire
Model	ReplicatedStorage.enemyProjectiles.bossMageBIGSideShot
Part	ReplicatedStorage.enemyProjectiles.bossMageBIGSideShot.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.bossMageBIGSideShot.glowPart
ParticleEmitter	ReplicatedStorage.enemyProjectiles.bossMageBIGSideShot.glowPart.ParticleEmitter
Part	ReplicatedStorage.enemyProjectiles.bossMageBIGSideShot.hitBox
Part	ReplicatedStorage.enemyProjectiles.bossMageBIGSideShot.precast
Model	ReplicatedStorage.enemyProjectiles.bossMageMainLaser
Part	ReplicatedStorage.enemyProjectiles.bossMageMainLaser.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.bossMageMainLaser.glowPart
ParticleEmitter	ReplicatedStorage.enemyProjectiles.bossMageMainLaser.glowPart.ParticleEmitter
Part	ReplicatedStorage.enemyProjectiles.bossMageMainLaser.hitBox
Part	ReplicatedStorage.enemyProjectiles.bossMageMainLaser.precast
Model	ReplicatedStorage.enemyProjectiles.bossMageSideShot
Part	ReplicatedStorage.enemyProjectiles.bossMageSideShot.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.bossMageSideShot.glowPart
ParticleEmitter	ReplicatedStorage.enemyProjectiles.bossMageSideShot.glowPart.ParticleEmitter
Part	ReplicatedStorage.enemyProjectiles.bossMageSideShot.hitBox
Part	ReplicatedStorage.enemyProjectiles.bossMageSideShot.precast
Model	ReplicatedStorage.enemyProjectiles.bossMelee
Part	ReplicatedStorage.enemyProjectiles.bossMelee.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.bossMelee.hitBox
Accessory	ReplicatedStorage.enemyProjectiles.bossRifle
Part	ReplicatedStorage.enemyProjectiles.bossRifle.Handle
WeldConstraint	ReplicatedStorage.enemyProjectiles.bossRifle.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.enemyProjectiles.bossRifle.Handle.Part/Weld
Attachment	ReplicatedStorage.enemyProjectiles.bossRifle.Handle.RightGripAttachment
WeldConstraint	ReplicatedStorage.enemyProjectiles.bossRifle.Handle.Union/Weld
WeldConstraint	ReplicatedStorage.enemyProjectiles.bossRifle.Handle.Union/Weld
Part	ReplicatedStorage.enemyProjectiles.bossRifle.Part
ParticleEmitter	ReplicatedStorage.enemyProjectiles.bossRifle.Part.ParticleEmitter
UnionOperation	ReplicatedStorage.enemyProjectiles.bossRifle.Union
Model	ReplicatedStorage.enemyProjectiles.bossRiflePreCast
Part	ReplicatedStorage.enemyProjectiles.bossRiflePreCast.Part
Part	ReplicatedStorage.enemyProjectiles.bossRiflePreCast.PrimaryPart
Model	ReplicatedStorage.enemyProjectiles.bossRifleShot
Part	ReplicatedStorage.enemyProjectiles.bossRifleShot.Part
Part	ReplicatedStorage.enemyProjectiles.bossRifleShot.PrimaryPart
Model	ReplicatedStorage.enemyProjectiles.bossShot
Part	ReplicatedStorage.enemyProjectiles.bossShot.PrimaryPart
Model	ReplicatedStorage.enemyProjectiles.bossShot.model
Model	ReplicatedStorage.enemyProjectiles.bossShot.model
Model	ReplicatedStorage.enemyProjectiles.bossShot.model
Part	ReplicatedStorage.enemyProjectiles.bossShot.model.hitBox
Part	ReplicatedStorage.enemyProjectiles.bossShot.model.hitBox
Part	ReplicatedStorage.enemyProjectiles.bossShot.model.hitBox
Part	ReplicatedStorage.enemyProjectiles.bossShot.model.precast
Part	ReplicatedStorage.enemyProjectiles.bossShot.model.precast
Part	ReplicatedStorage.enemyProjectiles.bossShot.model.precast
ParticleEmitter	ReplicatedStorage.enemyProjectiles.bossShot.model.precast.particle
ParticleEmitter	ReplicatedStorage.enemyProjectiles.bossShot.model.precast.particle
ParticleEmitter	ReplicatedStorage.enemyProjectiles.bossShot.model.precast.particle
Folder	ReplicatedStorage.enemyProjectiles.canalsmeleeMob
Model	ReplicatedStorage.enemyProjectiles.canalsnpcMageShot
Part	ReplicatedStorage.enemyProjectiles.canalsnpcMageShot.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.canalsnpcMageShot.glowPart
ParticleEmitter	ReplicatedStorage.enemyProjectiles.canalsnpcMageShot.glowPart.ParticleEmitter
Part	ReplicatedStorage.enemyProjectiles.canalsnpcMageShot.hitBox
Part	ReplicatedStorage.enemyProjectiles.canalsnpcMageShot.precast
Folder	ReplicatedStorage.enemyProjectiles.canalsrangedMob
Model	ReplicatedStorage.enemyProjectiles.cannonBarrageCannonHit
Part	ReplicatedStorage.enemyProjectiles.cannonBarrageCannonHit.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.cannonBarrageCannonHit.hitBox
Part	ReplicatedStorage.enemyProjectiles.cannonBarrageCannonHit.precast
Model	ReplicatedStorage.enemyProjectiles.cannonBarrageHit
Part	ReplicatedStorage.enemyProjectiles.cannonBarrageHit.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.cannonBarrageHit.explosion
Part	ReplicatedStorage.enemyProjectiles.cannonBarrageHit.precast
Model	ReplicatedStorage.enemyProjectiles.cannonCrabShot
Part	ReplicatedStorage.enemyProjectiles.cannonCrabShot.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.cannonCrabShot.hitBox
Part	ReplicatedStorage.enemyProjectiles.cannonCrabShot.particlePart
ParticleEmitter	ReplicatedStorage.enemyProjectiles.cannonCrabShot.particlePart.particle
Part	ReplicatedStorage.enemyProjectiles.cannonCrabShot.precast
Model	ReplicatedStorage.enemyProjectiles.chickenMage
Part	ReplicatedStorage.enemyProjectiles.chickenMage.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.chickenMage.hitBox
Part	ReplicatedStorage.enemyProjectiles.chickenMage.precast
Model	ReplicatedStorage.enemyProjectiles.chickenMelee
Part	ReplicatedStorage.enemyProjectiles.chickenMelee.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.chickenMelee.hitBox
Model	ReplicatedStorage.enemyProjectiles.circleHit
Part	ReplicatedStorage.enemyProjectiles.circleHit.PrimaryPart
Sound	ReplicatedStorage.enemyProjectiles.circleHit.PrimaryPart.sound
Part	ReplicatedStorage.enemyProjectiles.circleHit.hitBox
Part	ReplicatedStorage.enemyProjectiles.circleHit.precast
Model	ReplicatedStorage.enemyProjectiles.cool placeHoleThing?
Part	ReplicatedStorage.enemyProjectiles.cool placeHoleThing?.Black Hole
Attachment	ReplicatedStorage.enemyProjectiles.cool placeHoleThing?.Black Hole.Attachment
ParticleEmitter	ReplicatedStorage.enemyProjectiles.cool placeHoleThing?.Black Hole.Attachment.ParticleEmitter
ParticleEmitter	ReplicatedStorage.enemyProjectiles.cool placeHoleThing?.Black Hole.Attachment.ParticleEmitter
Part	ReplicatedStorage.enemyProjectiles.cool placeHoleThing?.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.cool placeHoleThing?.hitBox
Part	ReplicatedStorage.enemyProjectiles.cool placeHoleThing?.precast
Attachment	ReplicatedStorage.enemyProjectiles.cool placeHoleThing?.precast.Attachment1
Attachment	ReplicatedStorage.enemyProjectiles.cool placeHoleThing?.precast.Attachment2
Beam	ReplicatedStorage.enemyProjectiles.cool placeHoleThing?.precast.Beam1
Beam	ReplicatedStorage.enemyProjectiles.cool placeHoleThing?.precast.Beam2
Model	ReplicatedStorage.enemyProjectiles.corruptLineFire
Part	ReplicatedStorage.enemyProjectiles.corruptLineFire.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.corruptLineFire.hitBox
Part	ReplicatedStorage.enemyProjectiles.corruptLineFire.precast
ParticleEmitter	ReplicatedStorage.enemyProjectiles.corruptLineFire.precast.enchantEffect1
Model	ReplicatedStorage.enemyProjectiles.corruptMolotov
Part	ReplicatedStorage.enemyProjectiles.corruptMolotov.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.corruptMolotov.hitBox
Part	ReplicatedStorage.enemyProjectiles.corruptMolotov.particlePart
ParticleEmitter	ReplicatedStorage.enemyProjectiles.corruptMolotov.particlePart.particle
Part	ReplicatedStorage.enemyProjectiles.corruptMolotov.precast
Model	ReplicatedStorage.enemyProjectiles.crossShot
Part	ReplicatedStorage.enemyProjectiles.crossShot.PrimaryPart
Sound	ReplicatedStorage.enemyProjectiles.crossShot.PrimaryPart.sound
Part	ReplicatedStorage.enemyProjectiles.crossShot.hitBox
Part	ReplicatedStorage.enemyProjectiles.crossShot.hitBox
Part	ReplicatedStorage.enemyProjectiles.crossShot.precast
Part	ReplicatedStorage.enemyProjectiles.crossShot.precast
Model	ReplicatedStorage.enemyProjectiles.crossShuriken
Part	ReplicatedStorage.enemyProjectiles.crossShuriken.PrimaryPart
Model	ReplicatedStorage.enemyProjectiles.crossShuriken.hitBoxes
Part	ReplicatedStorage.enemyProjectiles.crossShuriken.hitBoxes.hitBox
Part	ReplicatedStorage.enemyProjectiles.crossShuriken.hitBoxes.hitBox
Model	ReplicatedStorage.enemyProjectiles.crossShuriken.precasts
Part	ReplicatedStorage.enemyProjectiles.crossShuriken.precasts.precast
Part	ReplicatedStorage.enemyProjectiles.crossShuriken.precasts.precast
Model	ReplicatedStorage.enemyProjectiles.crossShuriken.shurikens
MeshPart	ReplicatedStorage.enemyProjectiles.crossShuriken.shurikens.shuriken
MeshPart	ReplicatedStorage.enemyProjectiles.crossShuriken.shurikens.shuriken
BillboardGui	ReplicatedStorage.enemyProjectiles.cyanSafeZoneMarker
ImageLabel	ReplicatedStorage.enemyProjectiles.cyanSafeZoneMarker.ImageLabel
Accessory	ReplicatedStorage.enemyProjectiles.demonHelm
Part	ReplicatedStorage.enemyProjectiles.demonHelm.Handle
WeldConstraint	ReplicatedStorage.enemyProjectiles.demonHelm.Handle.EyeGems/Weld
Attachment	ReplicatedStorage.enemyProjectiles.demonHelm.Handle.HatAttachment
WeldConstraint	ReplicatedStorage.enemyProjectiles.demonHelm.Handle.Hood/Weld
WeldConstraint	ReplicatedStorage.enemyProjectiles.demonHelm.Handle.Horns/Weld
WeldConstraint	ReplicatedStorage.enemyProjectiles.demonHelm.Handle.InnerBlack/Weld
WeldConstraint	ReplicatedStorage.enemyProjectiles.demonHelm.Handle.Mask/Weld
Model	ReplicatedStorage.enemyProjectiles.demonHelm.Helmet
MeshPart	ReplicatedStorage.enemyProjectiles.demonHelm.Helmet.EyeGems
MeshPart	ReplicatedStorage.enemyProjectiles.demonHelm.Helmet.Hood
MeshPart	ReplicatedStorage.enemyProjectiles.demonHelm.Helmet.Horns
Part	ReplicatedStorage.enemyProjectiles.demonHelm.Helmet.InnerBlack
SpecialMesh	ReplicatedStorage.enemyProjectiles.demonHelm.Helmet.InnerBlack.Mesh
MeshPart	ReplicatedStorage.enemyProjectiles.demonHelm.Helmet.Mask
Model	ReplicatedStorage.enemyProjectiles.doubleFlameBeam
Part	ReplicatedStorage.enemyProjectiles.doubleFlameBeam.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.doubleFlameBeam.hitBox
Part	ReplicatedStorage.enemyProjectiles.doubleFlameBeam.precast
Model	ReplicatedStorage.enemyProjectiles.droneShot
Part	ReplicatedStorage.enemyProjectiles.droneShot.PrimaryPart
Model	ReplicatedStorage.enemyProjectiles.droneShot.shot
Model	ReplicatedStorage.enemyProjectiles.droneShot.shot
Model	ReplicatedStorage.enemyProjectiles.droneShot.shot
Part	ReplicatedStorage.enemyProjectiles.droneShot.shot.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.droneShot.shot.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.droneShot.shot.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.droneShot.shot.hitBox
Part	ReplicatedStorage.enemyProjectiles.droneShot.shot.hitBox
Part	ReplicatedStorage.enemyProjectiles.droneShot.shot.hitBox
Part	ReplicatedStorage.enemyProjectiles.droneShot.shot.precast
Part	ReplicatedStorage.enemyProjectiles.droneShot.shot.precast
Part	ReplicatedStorage.enemyProjectiles.droneShot.shot.precast
Model	ReplicatedStorage.enemyProjectiles.easterSecondBossRandomLine
Part	ReplicatedStorage.enemyProjectiles.easterSecondBossRandomLine.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.easterSecondBossRandomLine.hitBox
Part	ReplicatedStorage.enemyProjectiles.easterSecondBossRandomLine.precast
Model	ReplicatedStorage.enemyProjectiles.electricTowerHit
Part	ReplicatedStorage.enemyProjectiles.electricTowerHit.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.electricTowerHit.hitBox
Part	ReplicatedStorage.enemyProjectiles.electricTowerHit.precast
Attachment	ReplicatedStorage.enemyProjectiles.electricTowerHit.precast.Attachment
Attachment	ReplicatedStorage.enemyProjectiles.electricTowerHit.precast.Attachment1
Attachment	ReplicatedStorage.enemyProjectiles.electricTowerHit.precast.Attachment2
Beam	ReplicatedStorage.enemyProjectiles.electricTowerHit.precast.Beam1
Beam	ReplicatedStorage.enemyProjectiles.electricTowerHit.precast.Beam2
Folder	ReplicatedStorage.enemyProjectiles.eliteSwordsman
Model	ReplicatedStorage.enemyProjectiles.eliteSwordsmanSpin
Part	ReplicatedStorage.enemyProjectiles.eliteSwordsmanSpin.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.eliteSwordsmanSpin.hitBox
Part	ReplicatedStorage.enemyProjectiles.eliteSwordsmanSpin.precast
Model	ReplicatedStorage.enemyProjectiles.enchantedFirstBossFollowOrb
MeshPart	ReplicatedStorage.enemyProjectiles.enchantedFirstBossFollowOrb.innerBall
Attachment	ReplicatedStorage.enemyProjectiles.enchantedFirstBossFollowOrb.innerBall.Attachment
Attachment	ReplicatedStorage.enemyProjectiles.enchantedFirstBossFollowOrb.innerBall.Attachment
Trail	ReplicatedStorage.enemyProjectiles.enchantedFirstBossFollowOrb.innerBall.Trail
MeshPart	ReplicatedStorage.enemyProjectiles.enchantedFirstBossFollowOrb.neon1
MeshPart	ReplicatedStorage.enemyProjectiles.enchantedFirstBossFollowOrb.neon2
Model	ReplicatedStorage.enemyProjectiles.explosiveBomb
Part	ReplicatedStorage.enemyProjectiles.explosiveBomb.PrimaryPart
WeldConstraint	ReplicatedStorage.enemyProjectiles.explosiveBomb.PrimaryPart.WeldConstraint
WeldConstraint	ReplicatedStorage.enemyProjectiles.explosiveBomb.PrimaryPart.WeldConstraint
WeldConstraint	ReplicatedStorage.enemyProjectiles.explosiveBomb.PrimaryPart.handWeld
MeshPart	ReplicatedStorage.enemyProjectiles.explosiveBomb.eggPart
Attachment	ReplicatedStorage.enemyProjectiles.explosiveBomb.eggPart.Attachment
Attachment	ReplicatedStorage.enemyProjectiles.explosiveBomb.eggPart.Attachment
Trail	ReplicatedStorage.enemyProjectiles.explosiveBomb.eggPart.Trail
MeshPart	ReplicatedStorage.enemyProjectiles.explosiveBomb.fuse
Attachment	ReplicatedStorage.enemyProjectiles.explosiveBomb.fuse.Attachment
ParticleEmitter	ReplicatedStorage.enemyProjectiles.explosiveBomb.fuse.Attachment.ParticleEmitter
Model	ReplicatedStorage.enemyProjectiles.explosiveMobShot1
Part	ReplicatedStorage.enemyProjectiles.explosiveMobShot1.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.explosiveMobShot1.hitBox
Part	ReplicatedStorage.enemyProjectiles.explosiveMobShot1.precast
Model	ReplicatedStorage.enemyProjectiles.explosiveMobShot2
Part	ReplicatedStorage.enemyProjectiles.explosiveMobShot2.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.explosiveMobShot2.hitBox
Part	ReplicatedStorage.enemyProjectiles.explosiveMobShot2.precast
Model	ReplicatedStorage.enemyProjectiles.explosiveMobShot3
Part	ReplicatedStorage.enemyProjectiles.explosiveMobShot3.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.explosiveMobShot3.hitBox
Part	ReplicatedStorage.enemyProjectiles.explosiveMobShot3.precast
Folder	ReplicatedStorage.enemyProjectiles.finalBoss
Model	ReplicatedStorage.enemyProjectiles.finalBossArrowShotHitbox
Part	ReplicatedStorage.enemyProjectiles.finalBossArrowShotHitbox.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.finalBossArrowShotHitbox.hitBox
Part	ReplicatedStorage.enemyProjectiles.finalBossArrowShotHitbox.precast
Attachment	ReplicatedStorage.enemyProjectiles.finalBossArrowShotHitbox.precast.Attachment
Beam	ReplicatedStorage.enemyProjectiles.finalBossArrowShotHitbox.precast.Beam
Part	ReplicatedStorage.enemyProjectiles.finalBossExplosion
Model	ReplicatedStorage.enemyProjectiles.finalBossLineBlast
Part	ReplicatedStorage.enemyProjectiles.finalBossLineBlast.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.finalBossLineBlast.hitBox
Part	ReplicatedStorage.enemyProjectiles.finalBossLineBlast.preCast
ParticleEmitter	ReplicatedStorage.enemyProjectiles.finalBossLineBlast.preCast.ParticleEmitter
Part	ReplicatedStorage.enemyProjectiles.finalBossOrbShot
Attachment	ReplicatedStorage.enemyProjectiles.finalBossOrbShot.Attachment1
Attachment	ReplicatedStorage.enemyProjectiles.finalBossOrbShot.Attachment2
PointLight	ReplicatedStorage.enemyProjectiles.finalBossOrbShot.PointLight
Trail	ReplicatedStorage.enemyProjectiles.finalBossOrbShot.Trail
Attachment	ReplicatedStorage.enemyProjectiles.finalBossOrbShot.lastBossCharMark
ParticleEmitter	ReplicatedStorage.enemyProjectiles.finalBossOrbShot.lastBossCharMark.Bits
Model	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle
Part	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle.PrimaryPart
Attachment	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle.PrimaryPart.Attachment
ParticleEmitter	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle.PrimaryPart.Attachment.particles
Part	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle.circle
Part	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle.circle
Part	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle.circle
Part	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle.circle
Part	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle.circle
Part	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle.circle
Part	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle.circle
Attachment	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle.circle.Attachment1
Attachment	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle.circle.Attachment1
Attachment	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle.circle.Attachment1
Attachment	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle.circle.Attachment1
Attachment	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle.circle.Attachment1
Attachment	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle.circle.Attachment1
Attachment	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle.circle.Attachment1
Attachment	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle.circle.Attachment2
Attachment	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle.circle.Attachment2
Attachment	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle.circle.Attachment2
Attachment	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle.circle.Attachment2
Attachment	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle.circle.Attachment2
Attachment	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle.circle.Attachment2
Attachment	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle.circle.Attachment2
Beam	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle.circle.Beam1
Beam	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle.circle.Beam1
Beam	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle.circle.Beam1
Beam	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle.circle.Beam1
Beam	ReplicatedStorage.enemyProjectiles.finalBossRotatingCircle.circle.Beam1
